hour_of_day,day_of_week,severity_numeric,source_type_numeric,src_bytes,dst_bytes,event_freq_1m,protocol,dst_port,template_rarity,threat_intel_flag,duration,same_srv_rate,diff_srv_rate,serror_rate,rerror_rate,count,srv_count,dst_host_count,dst_host_srv_count,label
3.0,1.0,0.739743387950158,1.0,0.0,0.0,89.0,0.0,0.0,0.5132183161366971,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
10.0,1.0,0.023833934035725868,3.0,12752.0,13202.0,4.0,6.0,22.0,0.5,0.0,0.020816,1.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,0
14.0,2.0,0.8912655149005968,1.0,0.0,0.0,90.0,0.0,0.0,0.7301386728596615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
2.0,5.0,0.0,5.0,0.0,7.0,9.0,17.0,53.0,0.42411798663844646,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0
8.0,1.0,0.0,8.0,3.0,0.0,19.0,6.0,80.0,0.265,0.0,89.62073811379923,1.0,0.0,0.0,0.0,9.0,36.0,1.0,1.0,0
16.0,4.0,0.0,5.0,3.0,11.0,15.0,17.0,53.0,0.5425350669856275,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,0
23.0,1.0,0.9102724413440293,10.0,9.0,44.0,4.0,6.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,154.0,6.0,1
7.0,3.0,0.953395655820795,3.0,364.0,16744.0,2.0,6.0,64551.0,0.5,0.0,0.299504,1.0,0.5,0.0,0.0,2.0,2.0,4.0,4.0,1
15.0,3.0,0.248043195363855,10.0,345.0,515.0,7.0,6.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,7.0,8.0,255.0,255.0,0
10.0,4.0,0.0,8.0,276.0,0.0,90.0,6.0,80.0,0.295,0.0,20.358642683138772,1.0,0.0,0.0,0.0,24.0,35.0,1.0,1.0,0
10.0,1.0,0.47423854188179615,3.0,484.0,268.0,13.0,6.0,179.0,0.5,0.0,0.240052,0.3076923076923077,0.07692307692307693,0.0,0.0,13.0,13.0,4.0,4.0,1
23.0,1.0,0.38495243891042463,1.0,0.0,0.0,23.0,0.0,0.0,0.4027849716266829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3.0,2.0,0.0,1.0,0.0,0.0,26.0,0.0,8020.0,0.26,0.0,4419.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,1.0,1
9.0,2.0,1.0015175667173606,10.0,1480.0,0.0,2.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,151.0,1
13.0,6.0,0.09958112923271989,8.0,0.0,0.0,33.0,6.0,80.0,0.5496200418284531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
23.0,1.0,0.0,5.0,10.0,14.0,27.0,17.0,53.0,0.5140834140345989,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,1.0,1.0,1
1.0,5.0,0.0,5.0,10.0,14.0,27.0,17.0,53.0,0.5140834140345989,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,1.0,1.0,0
11.0,3.0,0.0,8.0,3.0,0.0,78.0,6.0,80.0,0.285,0.0,70.1992174078369,1.0,0.0,0.0,0.0,6.0,35.0,1.0,1.0,0
14.0,2.0,0.0,1.0,0.0,0.0,31.0,0.0,8020.0,0.31,0.0,34429.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,1.0,0
0.0,4.0,1.0049378424464832,9.0,842.0,2997.0,16.0,6.0,443.0,0.5980001378958918,0.0,887.0,0.0,0.0,0.0,0.0,7.0,9.0,1.0,1.0,1
9.0,4.0,2.09720575785572,1.0,0.0,0.0,17.0,0.0,22.0,0.40457190461566167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
13.0,3.0,0.9558719894832673,9.0,309.0,555.0,14.0,6.0,21.0,0.6594695250312833,0.0,958.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,1
10.0,5.0,0.0,1.0,0.0,0.0,19.0,0.0,8020.0,0.19,0.0,2222.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,1.0,0
8.0,4.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,0.4576297408003192,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,0
9.0,1.0,0.8676715763132871,1.0,0.0,0.0,45.0,6.0,22.0,0.7010190896308928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
14.0,4.0,0.0,1.0,0.0,0.0,27.0,0.0,8020.0,0.27,0.0,33895.0,0.0,0.0,0.0,0.0,27.0,21.0,1.0,1.0,1
9.0,2.0,1.0092551883855512,9.0,215.0,568.0,14.0,6.0,21.0,0.5145567429685449,0.0,1228.0,0.0,0.0,0.0,0.0,5.0,9.0,1.0,1.0,1
8.0,2.0,1.2500018512402031,9.0,0.0,0.0,0.079589864,6.0,80.0,0.5229882634085882,0.0,25128828.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1
8.0,2.0,0.873324985765952,9.0,552.0,336.0,18.0,6.0,111.0,0.37984474568767407,0.0,1520.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,1.0,1
2.0,3.0,1.232121750855577,10.0,10389.0,0.0,6.0,6.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,164.0,116.0,0
13.0,3.0,0.6861507773543343,9.0,114.0,0.0,2.0,17.0,53.0,0.502425107203091,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1
11.0,1.0,1.6856504082977353,9.0,106.0,298.0,0.042960709,6.0,53.0,0.47074804793649405,0.0,93108334.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0
7.0,6.0,2.056695246734466,1.0,0.0,0.0,70.0,0.0,22.0,0.5968605799886937,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
11.0,4.0,0.0,2.0,0.0,0.0,30.0,0.0,0.0,0.3209220436952296,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,1.0,0
9.0,4.0,0.06283690189645649,1.0,0.0,0.0,14.0,6.0,22.0,0.5333316145404773,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
10.0,5.0,2.7213338416531703,8.0,0.0,0.0,52.0,6.0,80.0,0.26052331186251826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
6.0,6.0,0.0,1.0,0.0,0.0,4.0,0.0,8020.0,0.04,0.0,4.0,0.0,0.0,0.0,0.0,4.0,31.0,1.0,1.0,1
15.0,0.0,0.0,8.0,3.0,0.0,29.0,6.0,80.0,0.605,0.0,24.921858387531056,1.0,0.0,0.0,0.0,25.0,43.0,1.0,1.0,0
10.0,2.0,0.0,1.0,0.0,0.0,118.0,6.0,22.0,0.5686166722386053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
21.0,1.0,0.9036046074476931,10.0,1032.0,0.0,511.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,511.0,511.0,197.0,52.0,1
11.0,5.0,2.3350809784329654,1.0,0.0,0.0,183.0,6.0,22.0,0.5054385103254485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
3.0,1.0,0.5638456189296184,10.0,1.0,0.0,2.0,6.0,0.0,0.5,0.0,17105.0,1.0,0.0,0.0,1.0,2.0,2.0,255.0,2.0,1
13.0,0.0,0.0,8.0,0.0,0.0,164.0,6.0,80.0,0.6521099948300558,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
9.0,3.0,0.0727047763883078,1.0,0.0,0.0,72.0,0.0,0.0,0.6883497600686441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
17.0,3.0,1.1347794562577516,9.0,37594.0,3380.0,94.0,6.0,25.0,0.4923817733627513,0.0,41.0,0.0,0.0,0.0,0.0,52.0,42.0,1.0,1.0,0
15.0,2.0,0.0,8.0,3.0,0.0,93.0,6.0,80.0,0.325,0.0,6.815893258118071,1.0,0.0,0.0,0.0,44.0,22.0,1.0,1.0,0
9.0,0.0,0.0,8.0,3.0,0.0,17.0,6.0,80.0,1.0,0.0,31.367929313652464,1.0,0.0,0.0,0.0,3.0,26.0,1.0,1.0,1
18.0,1.0,0.0,8.0,0.0,0.0,111.0,6.0,80.0,0.8477553393740376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
22.0,5.0,0.0,5.0,7.0,11.0,24.0,17.0,53.0,0.41080574884314497,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,1.0,1.0,1
20.0,2.0,2.5893969327162836,1.0,0.0,0.0,75.0,0.0,22.0,0.6177285825647623,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
12.0,0.0,0.497862180132533,1.0,0.0,0.0,52.0,0.0,0.0,0.7249914628140786,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3.0,5.0,0.0,5.0,7.0,11.0,24.0,17.0,53.0,0.41080574884314497,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,1.0,1.0,0
21.0,2.0,0.5448108697967706,3.0,1200.0,2894.0,2.0,6.0,143.0,0.5,0.0,1.953348,0.5,0.5,0.0,0.0,2.0,1.0,1.0,2.0,1
7.0,2.0,0.3791654732256765,9.0,12014.0,256.0,22.0,6.0,80.0,0.5799511251676052,0.0,365.0,0.0,0.0,0.0,0.0,16.0,6.0,1.0,1.0,1
14.0,1.0,1.4534545498497742,9.0,44.0,0.0,1.0,6.0,3000.0,0.5508201842369069,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
4.0,2.0,1.2306603505406832,9.0,104.0,0.0,2.0,17.0,520.0,0.47820431792222806,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1
7.0,2.0,1.414071434636176,9.0,2487.0,3500.0,95.0,6.0,21.0,0.5390258186899322,0.0,99.0,0.0,0.0,0.0,0.0,45.0,50.0,1.0,1.0,0
3.0,0.0,0.36084598455635253,3.0,146.0,178.0,3.0,17.0,53.0,0.5,0.0,0.001133,0.6666666666666666,0.6666666666666666,0.0,0.0,3.0,4.0,2.0,3.0,0
2.0,2.0,0.9395503176263659,9.0,206.0,348.0,0.596748393,6.0,53.0,0.4594138076592418,0.0,13405985.0,1.0,0.0,0.0,0.0,8.0,4.0,1.0,1.0,0
6.0,5.0,2.1525959501296503,3.0,114.0,0.0,15.0,17.0,53.0,0.5,0.0,5e-06,0.4666666666666667,0.26666666666666666,0.0,0.0,15.0,15.0,7.0,7.0,1
7.0,3.0,0.2229616399190547,8.0,0.0,0.0,115.0,6.0,80.0,0.532866891054972,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
15.0,4.0,0.0,5.0,3.0,14.0,18.0,17.0,53.0,0.6105818069226485,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0
4.0,5.0,1.3767201976288093,9.0,12.0,0.0,0.7676056595,6.0,80.0,0.5741690413055602,0.0,5211009.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0
3.0,3.0,0.7741033934215542,1.0,0.0,0.0,35.0,0.0,0.0,0.4150850796265263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
8.0,0.0,0.8639101974580029,3.0,5848.0,462.0,1.0,6.0,21.0,0.5,0.0,0.545371,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1
8.0,2.0,1.1950662243821397,9.0,641.0,695.0,22.0,6.0,21.0,0.5258845603244202,0.0,1937.0,0.0,0.0,0.0,0.0,13.0,9.0,1.0,1.0,1
12.0,3.0,1.9718611568455775,9.0,146.0,178.0,4.0,17.0,53.0,0.5375523555876137,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0
10.0,0.0,1.1797287984196931,9.0,6.0,6.0,37037.03704,6.0,51598.0,0.5148412460253571,0.0,54.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1
19.0,0.0,0.0,8.0,3.0,0.0,78.0,6.0,80.0,0.305,0.0,31.554610312091974,1.0,0.0,0.0,0.0,16.0,20.0,1.0,1.0,1
12.0,1.0,3.0819642240490968,1.0,0.0,0.0,63.0,0.0,22.0,0.5130431799899844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
9.0,3.0,0.0,2.0,0.0,0.0,137.0,0.0,0.0,0.41947778983597056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
18.0,2.0,0.0,8.0,66.0,0.0,17.0,6.0,80.0,0.305,0.0,67.64401026240397,1.0,0.0,0.0,0.0,7.0,33.0,1.0,1.0,0
17.0,1.0,0.28378164789708826,8.0,0.0,0.0,70.0,6.0,80.0,0.3211017239349063,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
5.0,4.0,0.0,2.0,0.0,0.0,178.0,0.0,0.0,0.5446895287328177,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
3.0,1.0,0.9228925449038025,10.0,54540.0,8314.0,1.0,6.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1
14.0,4.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,0.3496687117588212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0
0.0,4.0,1.3734569845925946,9.0,329.0,0.0,1.0,6.0,60176.0,0.5452757602745073,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
22.0,3.0,0.5344589574938987,9.0,112.0,60.0,3.0,6.0,443.0,0.43930947713430873,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1
16.0,3.0,1.0719191876726542,9.0,4.0,0.0,100000.0,6.0,545.0,0.47296935498396714,0.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0
17.0,4.0,0.0,8.0,3.0,0.0,63.0,6.0,80.0,0.515,0.0,22.689935648870378,1.0,0.0,0.0,0.0,14.0,47.0,1.0,1.0,1
21.0,1.0,1.5659795876159368,9.0,64.0,176.0,43.9719898425,6.0,53.0,0.44242590332821086,0.0,90967.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0
11.0,3.0,0.9057791677379947,3.0,2048.0,2514.0,6.0,6.0,5190.0,0.5,0.0,0.007635,0.16666666666666666,0.16666666666666666,0.0,0.0,6.0,5.0,1.0,1.0,0
16.0,6.0,0.0,1.0,0.0,0.0,4.0,0.0,8020.0,0.04,0.0,3.0,0.0,0.0,0.0,0.0,4.0,31.0,1.0,1.0,1
21.0,4.0,0.0,5.0,3.0,10.0,14.0,17.0,53.0,0.5028493070364559,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,0
22.0,3.0,1.6995571155269467,9.0,112.0,60.0,3.0,6.0,80.0,0.5591466810726138,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1
18.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,8020.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1
18.0,6.0,0.0,1.0,0.0,0.0,2.0,0.0,8020.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1
15.0,3.0,2.5391776087940823,1.0,0.0,0.0,10.0,0.0,22.0,0.3519453336367516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
16.0,1.0,0.26938102471089986,9.0,48.0,0.0,1.0,6.0,6851.0,0.56598570492263,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
3.0,6.0,1.0125191214182032,3.0,200.0,0.0,10.0,0.0,0.0,0.5,0.0,8e-06,0.6,0.6,0.0,0.0,10.0,10.0,6.0,10.0,1
19.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,8020.0,0.29,0.0,9798.0,0.0,0.0,0.0,0.0,29.0,5.0,1.0,1.0,1
